text,cluster,llm_label,llm_direct
Japanese rescuers grapple with rocks to retrieve girl from quake.... TOKYO - Rescuers grappled through mud and rocks for a second day Thursday in the hope of finding a three-year-old girl trapped in a crushed car since Japans killer earthquake last weekend.,1,Game / Season,Microsoft / New
"Europe Puts. in Big Hole at Ryder Cup. Backed by the clutch performance from its English rookies and reliable play from Sergio Garcia and Lee Westwood, Europe put the United States in another huge hole Saturday by taking an 11-5 lead at the Ryder Cup and making victory Sunday seem like a mere formality.",1,Game / Season,Microsoft / New
"Whitman: EBay To Buy Rent.com; Compliments Craigslist Stake. Without reserve. EBay (nasdaq: EBAY - news - people ) on Friday said it is buying Rent.com. The latter, which is privately held, provides online listings of apartment and house rentals.",0,Microsoft / New,Microsoft / New
"Bin Laden Deputy Purportedly Seeks Strikes. An audio tape purportedly released by Osama bin Laden's deputy calls for attacks on. and British interests everywhere, according to a broadcast Friday by Al-Jazeera television.",3,Iraq / President,Microsoft / New
Fear Hamstrings Quest for Intelligence in N. Iraq. Intelligence-gathering by the front-line forces that need to know the most is proving difficult in a region increasingly gripped by fear.,3,Iraq / President,Iraq / President
"Health Insurance Costs Soar, Workers Hit. Health insurance premiums rose five times faster than. workers' salaries this year, according to a survey released on Thursday that also showed slippage in the percentage of American workers covered by employer health plans.",2,Oil / Prices,Microsoft / New
"Soldiers Kill Palestinian Near Gaza-Israel Fence. Israeli soldiers shot and killed a Palestinian as he approached a security fence between Israel and the Gaza Strip, Israeli military sources said on Saturday.",3,Iraq / President,Microsoft / New
"China Pledges to Move Toward Flexible Exchange Rate. China says it will move toward a flexible exchange rate for its currency, but there is no word on how long such a transition will take.",3,Iraq / President,Microsoft / New
"Sony Announces PlayStation Por. Sony Corp. announced a price more fitting of a video-game machine than a slick movie-playing gadget for its new PlayStation Portable - 19,800 yen ( $186).",0,Microsoft / New,Microsoft / New
"NTT DoCoMo, Mm02 Sign Deal. TOKYO - Japan 's top cell phone operator NTT DoCoMo Inc. and major British mobile carrier mm02 plc reached an agreement that will allow mobile telephone users in Britain, Germany, and Ireland to surf the Internet on the handsets, DoCoMo said Tuesday.",0,Microsoft / New,Microsoft / New
Court: Whales Have No Standing to Sue. A federal appeals court decided Wednesday that marine mammals have no standing to sue to stop the. Navy from using sonar.,3,Iraq / President,Microsoft / New
"Russia wants new business partnership with old ally India. Russia is seeking a new economic partnership to boost a decades-old friendship with India, envisaging sophisticated arms sales, high-end technology swaps and political support on the world stage.",0,Microsoft / New,Microsoft / New
Peru Gov't: Police Killed in Self-Defense. Peru's interior minister said Wednesday that police acted in self-defense when they killed three coca farmers who were part of a group that hurled rocks and tried to burn a police lieutenant alive to protest.-backed eradication of their cocaine producing crop.,3,Iraq / President,Microsoft / New
"Putin ready to probe other oil companies. Russian President Vladimir Putin is ready to go after other oil companies the way he has hammered Yukos, a top Kremlin official has said.",3,Iraq / President,Oil / Prices
"Celtics put it together. NEW YORK -- In the wake of a second straight fourth-quarter collapse Friday night, coach Doc Rivers said, ""It just doesn't take a lot to distract us right now. """,1,Game / Season,Microsoft / New
"Ichiro Makes Run at Historic Record. Ichiro Suzuki, baseball 's sang-froid player, is racing to shatter an elusive record for hits in a single season, aiming to bring glory to himself, the Seattle Mariners and his country Japan.",1,Game / Season,Game / Season
"US commercial crude oil reserves rise slightly. US commercial crude oil inventories increased 800,000 barrels to 292.3 million in the week ending Nov. 12, the Energy Department reported Wednesday.",2,Oil / Prices,Oil / Prices
"Bad Day for Drug Companies - and Patients. Investors in pharmaceuticals were dealt a triple whammy on Friday as Pfizer Inc, AstraZeneca Plc and Eli Lilly and Co all shocked the market with bad news about key products.",2,Oil / Prices,Microsoft / New
Liverpool 's Benitez hopes to sign new striker. Liverpool manager Rafael Benitez would like to sign a new striker in January 's transfer window after an injured Djibril Cisse was sidelined for the rest of the season but warned he would not break the bank to sign someone.,1,Game / Season,Microsoft / New
"How the credit policy will affect you. The Reserve Bank of India announced the mid-term review of its monetary policy on Tuesday. Though the central Bank kept away from the much expected interest rate hike, the policy contained recommendations",3,Iraq / President,Microsoft / New
"Thai minister says zoo 's illegal orangutans to be moved. JAKARTA/BANGKOK (DPA): Thailand, under growing pressure to repatriate some 100 orangutans allegedly smuggled into the country from Indonesia, plans to shift the apes from a private zoo to a safe centre, probably in Chiang Mai, a minister said on Thursday.",3,Iraq / President,Microsoft / New
Court imposes lawyer on Milosevic. The UN tribunal in The Hague says it will impose a defence lawyer on former Yugoslav leader Slobodan Milosevic.,3,Iraq / President,Microsoft / New
"Tennis: Canas crushes Novak to reach Shanghai final, faces.... SHANGHAI: Argentina 's Guillermo Canas dominated Jiri Novak of the Czech Republic to book his place in the final of the 380,000-dollar ATP Shanghai Open tennis tournament against unheralded German Lars Burgsmuller.",1,Game / Season,Microsoft / New
Sharp Displays 65-Inch LCD TV. Company claims the HDTV is the biggest of its kind.,0,Microsoft / New,Microsoft / New
